account_id,customer_id,product_type,balance,maturity_date,branch_code,status
1193,7007,Savings,21826935,2026-10-26,YGY01,ACTIVE
1194,453,Time Deposit,940549106,2026-05-03,YGY01,ACTIVE
1195,1284,Savings,15369496,2026-12-19,SMG01,ACTIVE
1196,4527,Savings,38390474,2027-08-23,YGY01,ACTIVE
1197,9442,Time Deposit,707985175,2027-01-16,YGY01,ACTIVE
1198,5603,Savings,84462609,2027-11-23,JKT02,ACTIVE
1199,3112,Savings,54561857,2026-12-18,JKT01,ACTIVE
1200,8718,Savings,70749894,2026-05-21,YGY01,ACTIVE
1201,9565,Savings,74361601,2027-06-06,SMG01,ACTIVE
1202,2600,Time Deposit,232083183,2026-11-03,YGY01,ACTIVE
1203,9332,Savings,25651812,2027-07-12,JKT02,ACTIVE
1204,1980,Savings,90316971,2027-06-12,JKT01,ACTIVE
1205,9341,Savings,14899161,2027-04-08,SMG01,ACTIVE
1206,3569,Time Deposit,750913229,2026-09-14,BDG01,ACTIVE
1207,1002,Savings,203397074,2028-01-29,MDN01,ACTIVE
1208,8891,Time Deposit,1166898845,2026-09-28,JKT01,ACTIVE
1209,2943,Savings,140621378,2027-10-12,MDN01,ACTIVE
1210,6169,Savings,6341265,2028-01-18,SMG01,ACTIVE
1211,9118,Time Deposit,1020560343,2026-06-16,JKT02,ACTIVE
1212,3436,Savings,28134520,2027-08-11,MDN01,ACTIVE
1213,1489,Time Deposit,610620181,2026-05-28,JKT01,ACTIVE
1214,7943,Savings,43733221,2027-08-06,MDN01,ACTIVE
1215,9495,Time Deposit,1075339009,2026-05-29,SBY01,ACTIVE
1216,3808,Savings,25252032,2028-03-11,YGY01,ACTIVE
1217,1149,Savings,94058355,2027-05-11,SBY01,ACTIVE
1218,903,Savings,3709399,2027-01-22,SBY01,ACTIVE
1219,6655,Savings,38428331,2027-02-28,BDG01,ACTIVE
1220,5559,Savings,132542364,2027-12-07,JKT02,ACTIVE
1221,1300,Savings,43809423,2027-11-20,SMG01,ACTIVE
1222,6837,Time Deposit,489316994,2027-02-04,YGY01,ACTIVE
1223,3087,Savings,16784126,2027-04-06,MDN01,ACTIVE
1224,6987,Time Deposit,1402203907,2026-04-20,MDN01,ACTIVE
1225,2237,Savings,10679329,2026-11-23,SBY01,ACTIVE
1226,2937,Savings,9523592,2027-04-21,BDG01,ACTIVE
1227,7729,Time Deposit,517388364,2026-04-19,SMG01,ACTIVE
1228,7319,Savings,45224026,2027-02-12,YGY01,ACTIVE
1229,6447,Savings,12229747,2028-01-26,YGY01,ACTIVE
1230,7850,Savings,26166816,2027-05-31,MDN01,ACTIVE
1231,2472,Savings,28787074,2026-05-20,BDG01,ACTIVE
1232,3580,Savings,39915816,2027-10-28,JKT01,ACTIVE
1233,2737,Time Deposit,1553877079,2027-01-06,YGY01,ACTIVE
1234,7628,Time Deposit,910888907,2027-02-17,JKT02,ACTIVE
1235,8434,Savings,3125629,2027-11-25,SBY01,ACTIVE
1236,1095,Savings,20788232,2027-09-11,SBY01,ACTIVE
1237,2098,Time Deposit,288933013,2027-01-27,SMG01,ACTIVE
1238,9675,Time Deposit,1751410963,2026-12-29,SMG01,ACTIVE
1239,1022,Time Deposit,393222643,2027-02-14,SMG01,ACTIVE
1240,2948,Time Deposit,701002620,2027-01-06,JKT01,ACTIVE
1241,3662,Savings,11720363,2027-01-07,SBY01,ACTIVE
1242,3870,Savings,103251875,2026-08-07,JKT02,ACTIVE
1243,8673,Savings,24303295,2027-07-10,SBY01,ACTIVE
1244,5957,Time Deposit,638823858,2026-06-21,YGY01,ACTIVE
1245,7579,Time Deposit,308479654,2026-12-11,YGY01,ACTIVE
1246,7482,Savings,37818795,2027-01-26,BDG01,ACTIVE
1247,373,Savings,120617807,2027-09-14,SMG01,ACTIVE
1248,7853,Savings,36264516,2028-02-11,JKT02,ACTIVE
1249,906,Savings,18571197,2027-06-23,JKT01,ACTIVE
1250,8943,Savings,38960645,2026-07-08,BDG01,ACTIVE
1251,8356,Time Deposit,939937510,2026-10-30,BDG01,ACTIVE
1252,372,Savings,155220009,2027-04-28,JKT02,ACTIVE
1253,4322,Savings,39983693,2028-02-19,SMG01,ACTIVE
1254,7422,Savings,188945597,2027-06-13,MDN01,ACTIVE
1255,5982,Time Deposit,865640171,2026-05-14,MDN01,ACTIVE
1256,6749,Savings,86250417,2026-11-25,MDN01,ACTIVE
1257,8191,Time Deposit,743993318,2026-12-15,SBY01,ACTIVE
1258,8298,Savings,22103103,2027-10-27,YGY01,ACTIVE
1259,1915,Savings,97224330,2027-03-14,MDN01,ACTIVE
1260,1646,Time Deposit,1389336995,2027-03-09,SBY01,ACTIVE
1261,27,Time Deposit,774762851,2027-03-12,JKT01,ACTIVE
1262,3119,Savings,71857950,2027-01-16,JKT01,ACTIVE
1263,7977,Savings,58788365,2027-04-10,JKT02,ACTIVE
1264,2828,Savings,14073877,2026-07-12,SMG01,ACTIVE
1265,1964,Time Deposit,350238191,2026-06-17,YGY01,ACTIVE
1266,891,Savings,39052576,2027-04-18,BDG01,ACTIVE
1267,726,Savings,24452905,2027-01-19,JKT02,ACTIVE
1268,8717,Time Deposit,1319933042,2026-12-02,BDG01,ACTIVE
1269,73,Savings,53029190,2028-01-28,JKT01,ACTIVE
1270,5152,Savings,85299308,2026-10-08,MDN01,ACTIVE
1271,137,Savings,6627879,2027-05-20,JKT02,ACTIVE
1272,2042,Savings,136404347,2028-02-16,SMG01,ACTIVE
1273,2110,Time Deposit,532271927,2026-08-05,JKT02,ACTIVE
1274,4086,Savings,78928931,2026-09-20,SBY01,ACTIVE
1275,1256,Savings,146493667,2027-07-08,BDG01,ACTIVE
1276,4369,Time Deposit,1575671088,2026-12-16,YGY01,ACTIVE
1277,1240,Savings,12772021,2027-05-14,SMG01,ACTIVE
1278,9686,Savings,17400870,2027-02-10,SMG01,ACTIVE
1279,6878,Time Deposit,274424925,2027-02-04,SMG01,ACTIVE
1280,1929,Savings,100386945,2027-04-04,MDN01,ACTIVE
1281,8856,Savings,178356286,2027-06-01,SBY01,ACTIVE
1282,5088,Savings,22124117,2026-04-19,MDN01,ACTIVE
1283,3311,Savings,44878867,2027-07-08,MDN01,ACTIVE
1284,5055,Time Deposit,193276023,2026-05-08,SBY01,ACTIVE
1285,1239,Time Deposit,1326404321,2026-05-24,SBY01,ACTIVE
1286,4531,Savings,78350961,2026-05-27,JKT02,ACTIVE
1287,5582,Time Deposit,662648603,2026-05-22,MDN01,ACTIVE
1288,3199,Time Deposit,1654663020,2026-05-19,SMG01,ACTIVE
1289,160,Savings,12422257,2026-04-26,JKT02,ACTIVE
1290,2490,Savings,6071450,2026-08-15,YGY01,ACTIVE
1291,5990,Time Deposit,1423265563,2027-02-08,MDN01,ACTIVE
1292,8744,Time Deposit,157805274,2026-09-28,BDG01,ACTIVE
1293,7764,Time Deposit,400848488,2026-12-03,SMG01,ACTIVE
1294,9090,Savings,78735336,2026-07-12,YGY01,ACTIVE
1295,3187,Time Deposit,322672104,2026-10-10,YGY01,ACTIVE
1296,4286,Time Deposit,1440245525,2026-07-29,MDN01,ACTIVE
1297,3820,Savings,97854142,2026-09-06,SBY01,ACTIVE
1298,9127,Time Deposit,827099027,2026-09-06,YGY01,ACTIVE
1299,9512,Savings,22179942,2026-09-10,BDG01,ACTIVE
1300,1045,Time Deposit,928650894,2026-06-13,YGY01,ACTIVE
1301,9572,Savings,23482059,2026-12-21,BDG01,ACTIVE
1302,430,Savings,19981865,2027-10-09,BDG01,ACTIVE
1303,335,Savings,108700999,2028-01-03,SMG01,ACTIVE
1304,5004,Time Deposit,890016070,2027-02-08,SMG01,ACTIVE
1305,642,Savings,22415620,2028-02-01,BDG01,ACTIVE
1306,1833,Time Deposit,410468255,2026-10-31,BDG01,ACTIVE
1307,501,Savings,16247156,2026-07-19,YGY01,ACTIVE
1308,3930,Time Deposit,508217939,2026-06-22,JKT01,ACTIVE
1309,2914,Savings,32925297,2026-11-01,JKT01,ACTIVE
1310,5304,Time Deposit,488859018,2026-08-21,YGY01,ACTIVE
1311,1965,Savings,129063002,2027-12-23,JKT02,ACTIVE
1312,264,Savings,172980071,2028-02-24,SBY01,ACTIVE
1313,1765,Time Deposit,973664187,2027-02-17,JKT02,ACTIVE
1314,9850,Time Deposit,386727074,2026-12-18,YGY01,ACTIVE
1315,3271,Savings,22842212,2027-10-14,YGY01,ACTIVE
1316,5344,Savings,76602560,2027-07-31,JKT02,ACTIVE
1317,5378,Time Deposit,787892045,2026-06-17,SMG01,ACTIVE
1318,7864,Savings,26595943,2027-07-23,MDN01,ACTIVE
1319,6810,Time Deposit,824584032,2026-04-19,JKT01,ACTIVE
1320,2974,Savings,24798908,2027-10-30,MDN01,ACTIVE
1321,9499,Time Deposit,557139778,2026-10-05,BDG01,ACTIVE
1322,2332,Savings,52726117,2027-02-27,BDG01,ACTIVE
1323,6021,Savings,5793893,2027-08-14,YGY01,ACTIVE
1324,6309,Time Deposit,351652127,2026-08-16,YGY01,ACTIVE
1325,4305,Savings,227648612,2027-10-02,JKT02,ACTIVE
1326,4818,Savings,220980722,2028-02-09,BDG01,ACTIVE
1327,6504,Savings,37331261,2027-10-24,JKT02,ACTIVE
1328,5443,Savings,26165721,2027-09-08,MDN01,ACTIVE
1329,4686,Savings,123163870,2026-10-24,JKT01,ACTIVE
1330,4463,Savings,23075895,2026-07-03,YGY01,ACTIVE
1331,2255,Savings,56505127,2027-09-09,JKT01,ACTIVE
1332,2832,Savings,55954681,2027-05-03,MDN01,ACTIVE
1333,4227,Savings,12964510,2026-06-03,JKT01,ACTIVE
1334,3132,Savings,184027137,2028-03-08,JKT02,ACTIVE
1335,9889,Time Deposit,293752864,2026-04-03,YGY01,ACTIVE
1336,9359,Savings,9763555,2027-05-12,JKT01,ACTIVE
1337,6884,Savings,45505225,2027-01-22,JKT02,ACTIVE
1338,7628,Savings,200767008,2026-12-07,JKT01,ACTIVE
1339,3810,Savings,36292794,2026-09-21,JKT02,ACTIVE
1340,1051,Savings,50567598,2027-07-18,JKT01,ACTIVE
1341,6041,Time Deposit,812611939,2026-08-06,JKT01,ACTIVE
1342,3352,Savings,136729096,2027-11-22,BDG01,ACTIVE
1343,288,Savings,35721869,2026-04-26,JKT01,ACTIVE
1344,8426,Time Deposit,296822592,2026-11-11,YGY01,ACTIVE
1345,8099,Savings,9328763,2027-06-16,JKT02,ACTIVE
1346,3662,Savings,17825654,2027-07-01,JKT02,ACTIVE
1347,3631,Savings,11399791,2026-05-13,JKT02,ACTIVE
1348,7068,Time Deposit,1764048771,2026-10-09,SBY01,ACTIVE
1349,9941,Savings,100019290,2027-06-22,JKT01,ACTIVE
1350,1683,Savings,102002072,2027-04-25,SBY01,ACTIVE
1351,4430,Savings,136460739,2027-11-29,JKT01,ACTIVE
1352,3684,Savings,39504382,2026-09-16,JKT02,ACTIVE
1353,7151,Time Deposit,1125317926,2027-02-10,YGY01,ACTIVE
1354,8373,Time Deposit,699571282,2026-09-25,JKT02,ACTIVE
1355,3956,Savings,115218175,2027-10-02,SMG01,ACTIVE
1356,7053,Time Deposit,406168093,2026-05-29,SBY01,ACTIVE
1357,8172,Time Deposit,738105685,2026-11-30,JKT01,ACTIVE
1358,3186,Time Deposit,510406138,2026-08-10,JKT02,ACTIVE
1359,7251,Savings,12768491,2027-09-09,BDG01,ACTIVE
1360,9939,Time Deposit,841631407,2026-11-11,JKT02,ACTIVE
1361,746,Savings,10498441,2026-06-30,MDN01,ACTIVE
1362,4739,Time Deposit,1237048023,2026-05-17,SMG01,ACTIVE
1363,8922,Savings,15990286,2027-12-17,BDG01,ACTIVE
1364,3112,Time Deposit,1161680860,2027-01-02,BDG01,ACTIVE
1365,4795,Time Deposit,365903365,2026-04-03,JKT01,ACTIVE
1366,6516,Time Deposit,777416075,2026-10-23,JKT01,ACTIVE
1367,4654,Savings,10558156,2026-05-22,JKT01,ACTIVE
1368,1032,Savings,73982574,2026-11-27,YGY01,ACTIVE
1369,916,Time Deposit,1133993241,2027-02-26,JKT01,ACTIVE
1370,4581,Savings,11516310,2027-03-06,SBY01,ACTIVE
1371,5888,Savings,171269743,2027-01-05,JKT01,ACTIVE
1372,306,Savings,62835806,2028-02-09,MDN01,ACTIVE
1373,9110,Savings,59936962,2027-05-28,MDN01,ACTIVE
1374,573,Time Deposit,354497313,2026-06-15,YGY01,ACTIVE
1375,2913,Savings,34041817,2026-11-11,BDG01,ACTIVE
1376,7646,Savings,211001613,2026-06-25,YGY01,ACTIVE
1377,1229,Time Deposit,964436907,2026-08-27,MDN01,ACTIVE
1378,3979,Savings,12297361,2027-10-07,JKT02,ACTIVE
1379,1268,Time Deposit,240878629,2026-11-03,BDG01,ACTIVE
1380,1263,Savings,49003790,2027-09-20,BDG01,ACTIVE
1381,4027,Savings,163843437,2027-12-17,YGY01,ACTIVE
1382,3488,Time Deposit,461116994,2026-06-15,JKT02,ACTIVE
1383,2793,Time Deposit,886470155,2026-06-14,JKT01,ACTIVE
1384,8465,Time Deposit,917983483,2026-09-13,JKT02,ACTIVE
1385,7635,Savings,204700710,2027-01-16,SMG01,ACTIVE
1386,7938,Savings,4856958,2027-03-12,MDN01,ACTIVE
1387,8229,Savings,141076008,2026-11-19,SBY01,ACTIVE
1388,9801,Time Deposit,289299975,2026-07-23,MDN01,ACTIVE
1389,6763,Time Deposit,1276576995,2026-08-01,MDN01,ACTIVE
1390,1049,Time Deposit,1025701898,2027-01-03,SMG01,ACTIVE
1391,8490,Savings,18183651,2027-06-27,SMG01,ACTIVE
1392,8369,Savings,17252839,2027-05-04,JKT01,ACTIVE
1393,1118,Time Deposit,407905414,2026-04-07,BDG01,ACTIVE
1394,1062,Savings,23216367,2027-01-24,MDN01,ACTIVE
1395,2840,Savings,111201854,2026-12-14,BDG01,ACTIVE
1396,7046,Savings,134798612,2028-02-12,YGY01,ACTIVE
1397,6108,Savings,71469358,2027-08-17,JKT01,ACTIVE
1398,942,Savings,28849576,2026-09-21,YGY01,ACTIVE
1399,9505,Time Deposit,258600696,2026-12-03,YGY01,ACTIVE
1400,8631,Savings,107295942,2027-11-13,JKT02,ACTIVE
1401,4775,Savings,27759553,2027-09-27,BDG01,ACTIVE
1402,6232,Time Deposit,1214150901,2026-08-15,MDN01,ACTIVE
1403,180,Time Deposit,348006583,2026-04-10,BDG01,ACTIVE
1404,7261,Savings,14425354,2027-12-19,BDG01,ACTIVE
1405,4868,Savings,50242627,2027-10-10,BDG01,ACTIVE
1406,4498,Savings,97985741,2026-06-04,SBY01,ACTIVE
1407,9459,Time Deposit,1104963104,2027-02-19,JKT02,ACTIVE
