account_id,customer_id,product_type,balance,maturity_date,branch_code,status
1065,6977,Savings,8520219,2027-01-24,JKT01,ACTIVE
1066,5158,Time Deposit,164225270,2026-06-05,MDN01,ACTIVE
1067,7109,Savings,108698015,2027-08-21,JKT02,ACTIVE
1068,8783,Time Deposit,1055169538,2026-10-20,BDG01,ACTIVE
1069,1014,Savings,95529367,2028-02-13,BDG01,ACTIVE
1070,9264,Time Deposit,959728808,2026-10-11,JKT02,ACTIVE
1071,6768,Time Deposit,1200442739,2026-04-14,BDG01,ACTIVE
1072,7547,Savings,51722486,2027-08-05,JKT02,ACTIVE
1073,8607,Time Deposit,525195258,2026-11-29,MDN01,ACTIVE
1074,9145,Savings,30310791,2027-10-23,MDN01,ACTIVE
1075,4390,Savings,33289845,2027-05-29,JKT01,ACTIVE
1076,8135,Savings,35635608,2027-11-13,YGY01,ACTIVE
1077,811,Savings,57258312,2026-11-04,SMG01,ACTIVE
1078,1667,Savings,31040724,2027-03-10,YGY01,ACTIVE
1079,6990,Savings,158566510,2027-03-31,SMG01,ACTIVE
1080,4802,Savings,51667230,2027-09-14,JKT01,ACTIVE
1081,8980,Savings,6432325,2028-02-01,BDG01,ACTIVE
1082,7933,Time Deposit,872554887,2026-09-15,JKT01,ACTIVE
1083,7310,Time Deposit,1165767232,2026-10-21,SMG01,ACTIVE
1084,6521,Savings,121273302,2027-09-24,JKT02,ACTIVE
1085,7520,Savings,35794006,2026-11-30,SMG01,ACTIVE
1086,5836,Savings,12830717,2027-04-21,BDG01,ACTIVE
1087,6920,Savings,43197188,2027-12-11,SBY01,ACTIVE
1088,2634,Savings,18199719,2026-09-28,SMG01,ACTIVE
1089,4216,Savings,187975620,2028-03-06,SBY01,ACTIVE
1090,1181,Savings,22480685,2026-06-07,SMG01,ACTIVE
1091,1920,Time Deposit,569915531,2026-11-17,SBY01,ACTIVE
1092,7252,Savings,26713520,2026-09-03,MDN01,ACTIVE
1093,8190,Time Deposit,1590620198,2026-08-29,JKT01,ACTIVE
1094,9696,Savings,15865407,2027-08-23,JKT02,ACTIVE
1095,9519,Time Deposit,515667142,2027-01-17,MDN01,ACTIVE
1096,115,Savings,22554989,2027-05-19,JKT02,ACTIVE
1097,1234,Time Deposit,456364670,2026-07-13,SBY01,ACTIVE
1098,5962,Savings,32755592,2027-11-17,JKT02,ACTIVE
1099,7272,Savings,27600344,2027-06-26,MDN01,ACTIVE
1100,4789,Savings,18649229,2027-09-15,MDN01,ACTIVE
1101,7730,Time Deposit,439234310,2027-01-09,SMG01,ACTIVE
1102,9888,Savings,2068371,2027-09-21,BDG01,ACTIVE
1103,7061,Savings,191166334,2027-11-19,BDG01,ACTIVE
1104,1167,Time Deposit,485134544,2027-01-16,JKT01,ACTIVE
1105,2073,Savings,24492063,2026-10-13,BDG01,ACTIVE
1106,5653,Savings,197608601,2026-10-10,SMG01,ACTIVE
1107,5638,Savings,90080017,2027-06-28,JKT01,ACTIVE
1108,3105,Savings,19427094,2026-05-02,BDG01,ACTIVE
1109,696,Savings,112078446,2027-03-28,YGY01,ACTIVE
1110,6653,Savings,108888430,2026-12-05,YGY01,ACTIVE
1111,2918,Time Deposit,670797569,2026-11-04,SBY01,ACTIVE
1112,3498,Savings,102624166,2028-02-24,MDN01,ACTIVE
1113,9529,Savings,67825583,2027-10-18,JKT02,ACTIVE
1114,2260,Savings,19855209,2027-11-06,SBY01,ACTIVE
1115,3891,Time Deposit,854175234,2027-03-02,SBY01,ACTIVE
1116,978,Savings,44212239,2027-02-12,SBY01,ACTIVE
1117,9665,Savings,25480447,2026-06-02,JKT02,ACTIVE
1118,3350,Savings,6214792,2027-01-19,BDG01,ACTIVE
1119,8748,Savings,20096419,2027-05-07,YGY01,ACTIVE
1120,3462,Savings,38850594,2027-08-24,SMG01,ACTIVE
1121,4096,Savings,60615122,2027-07-27,SMG01,ACTIVE
1122,9480,Savings,15906327,2028-02-08,SBY01,ACTIVE
1123,6428,Savings,98940556,2028-01-11,YGY01,ACTIVE
1124,8842,Time Deposit,1355153382,2027-01-22,JKT02,ACTIVE
1125,5404,Savings,17156102,2026-08-11,SBY01,ACTIVE
1126,6290,Time Deposit,612043006,2026-06-07,BDG01,ACTIVE
1127,3927,Time Deposit,398408980,2026-10-19,SMG01,ACTIVE
1128,198,Savings,16411035,2027-02-04,SBY01,ACTIVE
1129,8690,Time Deposit,766685727,2026-06-06,MDN01,ACTIVE
1130,803,Savings,78209677,2028-03-15,SBY01,ACTIVE
1131,4412,Savings,78356677,2026-04-29,JKT01,ACTIVE
1132,9200,Savings,29848343,2027-11-19,BDG01,ACTIVE
1133,9581,Time Deposit,950684559,2027-01-09,SBY01,ACTIVE
1134,605,Savings,2925274,2027-06-17,YGY01,ACTIVE
1135,8851,Savings,2514343,2027-06-02,YGY01,ACTIVE
1136,5612,Time Deposit,546310461,2026-09-24,BDG01,ACTIVE
1137,3168,Savings,141843779,2027-07-14,SBY01,ACTIVE
1138,2516,Savings,180031335,2027-04-26,SBY01,ACTIVE
1139,146,Time Deposit,1121932915,2027-02-19,JKT01,ACTIVE
1140,8306,Savings,58022914,2027-02-04,BDG01,ACTIVE
1141,6329,Time Deposit,1619722163,2026-07-25,SMG01,ACTIVE
1142,5482,Savings,51896233,2026-05-25,BDG01,ACTIVE
1143,7038,Time Deposit,631140186,2026-10-30,YGY01,ACTIVE
1144,2024,Time Deposit,657842498,2026-09-08,YGY01,ACTIVE
1145,2591,Savings,63716793,2026-10-02,YGY01,ACTIVE
1146,860,Savings,24248125,2027-01-13,YGY01,ACTIVE
1147,885,Savings,39180768,2027-06-19,YGY01,ACTIVE
1148,8406,Time Deposit,979579770,2026-10-11,SMG01,ACTIVE
1149,4268,Savings,175333687,2028-02-29,JKT02,ACTIVE
1150,4059,Savings,65402133,2027-12-08,SBY01,ACTIVE
1151,7162,Time Deposit,482414710,2026-12-17,SBY01,ACTIVE
1152,2602,Savings,41914702,2026-12-16,JKT02,ACTIVE
1153,4634,Savings,142029481,2027-05-12,YGY01,ACTIVE
1154,646,Savings,9041232,2027-01-09,BDG01,ACTIVE
1155,2862,Savings,16451565,2027-10-16,SMG01,ACTIVE
1156,7305,Savings,14298838,2026-06-03,SMG01,ACTIVE
1157,3911,Savings,42167517,2027-12-03,YGY01,ACTIVE
1158,2671,Time Deposit,938059327,2026-04-14,MDN01,ACTIVE
1159,509,Time Deposit,803429091,2027-01-23,BDG01,ACTIVE
1160,4579,Time Deposit,303659905,2027-01-21,SBY01,ACTIVE
1161,1597,Time Deposit,1429132438,2026-04-21,SMG01,ACTIVE
1162,1083,Time Deposit,725359082,2026-10-27,JKT01,ACTIVE
1163,1693,Savings,15972321,2027-11-07,SBY01,ACTIVE
1164,5499,Time Deposit,413476019,2026-08-18,YGY01,ACTIVE
1165,2720,Savings,33363003,2027-12-31,MDN01,ACTIVE
1166,5956,Savings,36716014,2027-09-14,BDG01,ACTIVE
1167,8329,Savings,31617252,2027-07-11,JKT01,ACTIVE
1168,9880,Savings,7526906,2027-09-28,SMG01,ACTIVE
1169,6234,Savings,17763307,2026-11-27,MDN01,ACTIVE
1170,4484,Time Deposit,503607619,2027-03-12,YGY01,ACTIVE
1171,3154,Savings,6347729,2026-05-13,SMG01,ACTIVE
1172,6917,Savings,96764470,2027-03-18,JKT02,ACTIVE
1173,7313,Savings,40809644,2027-07-01,SMG01,ACTIVE
1174,344,Savings,29270429,2027-11-28,MDN01,ACTIVE
1175,2628,Time Deposit,1405029842,2026-05-03,MDN01,ACTIVE
1176,9636,Savings,108565446,2027-01-28,JKT01,ACTIVE
1177,3140,Time Deposit,947506158,2026-05-13,SBY01,ACTIVE
1178,6123,Time Deposit,838136605,2026-10-01,MDN01,ACTIVE
1179,2013,Savings,11934483,2026-11-14,BDG01,ACTIVE
1180,1932,Savings,3133520,2027-11-06,MDN01,ACTIVE
1181,1846,Time Deposit,397007066,2027-03-03,JKT02,ACTIVE
1182,9706,Time Deposit,591636081,2026-05-23,YGY01,ACTIVE
1183,4155,Time Deposit,1728800147,2027-01-07,JKT01,ACTIVE
1184,8586,Savings,23848489,2026-10-31,MDN01,ACTIVE
1185,6672,Savings,15027584,2027-06-06,YGY01,ACTIVE
1186,8388,Savings,20248637,2026-06-13,JKT01,ACTIVE
1187,1320,Savings,81297169,2028-01-17,JKT02,ACTIVE
1188,604,Savings,11239267,2026-07-01,JKT01,ACTIVE
1189,5051,Time Deposit,1456641074,2027-01-06,SMG01,ACTIVE
1190,8592,Savings,10589925,2027-09-11,SMG01,ACTIVE
1191,9551,Time Deposit,816218372,2026-05-12,SMG01,ACTIVE
1192,8660,Time Deposit,206877708,2026-09-06,BDG01,ACTIVE
1193,3296,Time Deposit,323469581,2027-02-16,SBY01,ACTIVE
1194,8739,Savings,22305334,2027-12-18,YGY01,ACTIVE
1195,9736,Time Deposit,236090598,2026-07-30,MDN01,ACTIVE
1196,5218,Time Deposit,1073587381,2026-04-16,JKT01,ACTIVE
1197,94,Time Deposit,526837684,2027-01-25,MDN01,ACTIVE
1198,6910,Savings,10579260,2027-04-20,BDG01,ACTIVE
1199,823,Savings,10648541,2026-06-05,SMG01,ACTIVE
1200,5535,Time Deposit,735534674,2026-09-21,SMG01,ACTIVE
1201,3258,Savings,15023433,2026-10-17,SBY01,ACTIVE
1202,7093,Time Deposit,940575294,2026-11-26,YGY01,ACTIVE
1203,8454,Time Deposit,810861997,2026-11-28,MDN01,ACTIVE
1204,7498,Time Deposit,715560223,2026-05-02,JKT02,ACTIVE
1205,8421,Time Deposit,1484583412,2026-06-16,MDN01,ACTIVE
1206,1224,Time Deposit,1622529824,2027-02-12,JKT02,ACTIVE
1207,6697,Savings,30287219,2027-01-24,BDG01,ACTIVE
1208,5554,Savings,26538593,2028-01-04,BDG01,ACTIVE
1209,4636,Savings,62268934,2026-12-25,YGY01,ACTIVE
1210,1382,Savings,9964969,2026-06-13,BDG01,ACTIVE
1211,8928,Time Deposit,849309903,2027-02-22,JKT02,ACTIVE
1212,3498,Savings,133956561,2027-10-16,JKT01,ACTIVE
1213,2257,Time Deposit,370028245,2027-01-21,SMG01,ACTIVE
1214,7759,Savings,91052898,2026-12-20,BDG01,ACTIVE
1215,1412,Time Deposit,770905972,2026-09-01,SBY01,ACTIVE
1216,9304,Time Deposit,329113756,2026-09-10,SMG01,ACTIVE
1217,9686,Savings,18604013,2026-10-21,SBY01,ACTIVE
1218,5088,Savings,215258451,2027-05-02,YGY01,ACTIVE
1219,7331,Savings,93107861,2026-09-07,SMG01,ACTIVE
1220,2781,Time Deposit,279616379,2026-09-07,JKT02,ACTIVE
1221,6491,Savings,82702804,2027-01-20,YGY01,ACTIVE
1222,3578,Savings,11096101,2027-02-13,SMG01,ACTIVE
1223,405,Savings,42662433,2027-01-01,JKT01,ACTIVE
1224,6477,Time Deposit,870678895,2026-08-11,YGY01,ACTIVE
1225,4863,Time Deposit,650019958,2026-11-12,MDN01,ACTIVE
1226,1693,Time Deposit,431952489,2026-10-01,SMG01,ACTIVE
1227,8902,Savings,19920308,2028-01-25,MDN01,ACTIVE
1228,9419,Time Deposit,169747856,2027-02-12,BDG01,ACTIVE
1229,4526,Time Deposit,1124280199,2026-12-09,YGY01,ACTIVE
1230,3904,Savings,205255634,2027-02-08,BDG01,ACTIVE
1231,491,Time Deposit,181571032,2026-09-03,JKT02,ACTIVE
1232,1771,Savings,27143309,2027-01-26,SMG01,ACTIVE
1233,5096,Time Deposit,719025020,2026-07-02,JKT01,ACTIVE
1234,4881,Time Deposit,1439515556,2027-01-20,BDG01,ACTIVE
1235,2964,Time Deposit,838453088,2026-05-03,BDG01,ACTIVE
1236,3986,Time Deposit,321748489,2026-10-26,MDN01,ACTIVE
1237,9413,Time Deposit,966845198,2027-01-07,BDG01,ACTIVE
1238,8029,Time Deposit,871926077,2026-10-13,BDG01,ACTIVE
1239,2846,Savings,20024119,2027-11-25,JKT02,ACTIVE
1240,3081,Time Deposit,1016899954,2027-03-01,MDN01,ACTIVE
1241,6831,Time Deposit,505914150,2026-06-29,SBY01,ACTIVE
1242,8446,Time Deposit,1306696690,2026-10-17,SMG01,ACTIVE
1243,5589,Savings,13236256,2027-04-10,SMG01,ACTIVE
1244,3836,Time Deposit,1028224722,2026-09-06,JKT01,ACTIVE
1245,8957,Savings,54824569,2026-10-26,JKT01,ACTIVE
1246,2439,Savings,93696042,2026-08-13,SBY01,ACTIVE
1247,4696,Savings,90506780,2028-01-02,SBY01,ACTIVE
1248,4281,Time Deposit,665662015,2027-03-07,JKT02,ACTIVE
1249,436,Savings,12141978,2027-03-02,JKT02,ACTIVE
1250,2391,Savings,11259336,2028-02-10,BDG01,ACTIVE
1251,9845,Savings,52902295,2026-11-20,SBY01,ACTIVE
1252,2778,Savings,109746208,2027-11-02,YGY01,ACTIVE
1253,162,Savings,27571802,2026-05-15,SMG01,ACTIVE
1254,7895,Savings,13944543,2027-04-29,SMG01,ACTIVE
1255,6197,Time Deposit,1153147530,2026-10-09,JKT02,ACTIVE
1256,8579,Savings,34879460,2028-03-15,MDN01,ACTIVE
1257,9759,Savings,79506936,2027-02-24,SBY01,ACTIVE
1258,5683,Savings,23208886,2027-12-08,YGY01,ACTIVE
1259,5817,Savings,12234015,2026-07-25,JKT02,ACTIVE
1260,2537,Time Deposit,884273513,2027-01-09,SMG01,ACTIVE
1261,6822,Savings,35355831,2026-08-27,JKT01,ACTIVE
1262,7742,Time Deposit,1087708978,2026-08-23,YGY01,ACTIVE
1263,1424,Savings,8126879,2026-07-05,YGY01,ACTIVE
1264,9842,Savings,8752789,2027-01-08,MDN01,ACTIVE
1265,4200,Savings,114342296,2027-11-26,JKT01,ACTIVE
1266,1211,Time Deposit,388145386,2027-01-01,SBY01,ACTIVE
1267,894,Savings,16166939,2026-11-23,YGY01,ACTIVE
1268,732,Savings,17143643,2026-09-27,JKT01,ACTIVE
1269,7643,Savings,10923545,2026-09-19,MDN01,ACTIVE
1270,5129,Time Deposit,1134746190,2026-12-11,YGY01,ACTIVE
1271,9877,Savings,15397640,2027-05-18,MDN01,ACTIVE
1272,4669,Savings,34251882,2028-01-22,MDN01,ACTIVE
1273,5201,Savings,39258826,2026-12-18,JKT02,ACTIVE
1274,309,Savings,142631987,2028-03-19,JKT02,ACTIVE
1275,7695,Time Deposit,1496220010,2026-12-28,JKT02,ACTIVE
1276,8691,Savings,30853947,2027-07-14,JKT02,ACTIVE
1277,8792,Savings,77661959,2027-12-24,MDN01,ACTIVE
1278,1117,Time Deposit,279419236,2026-08-15,SMG01,ACTIVE
1279,9724,Savings,44287237,2026-05-17,SMG01,ACTIVE
1280,6994,Time Deposit,638077256,2027-02-20,JKT01,ACTIVE
1281,2038,Time Deposit,600322354,2026-04-13,YGY01,ACTIVE
1282,5996,Savings,8038568,2027-05-28,SBY01,ACTIVE
1283,4303,Time Deposit,669351414,2027-01-19,BDG01,ACTIVE
1284,4013,Savings,89297644,2027-04-03,BDG01,ACTIVE
1285,1943,Time Deposit,916194644,2027-03-24,JKT01,ACTIVE
1286,6123,Savings,121278003,2027-09-25,BDG01,ACTIVE
1287,3944,Savings,23052372,2026-12-30,SBY01,ACTIVE
1288,9755,Time Deposit,975855370,2026-06-30,SBY01,ACTIVE
1289,3222,Savings,40585262,2026-07-15,BDG01,ACTIVE
1290,2262,Time Deposit,328493297,2026-09-02,BDG01,ACTIVE
1291,6045,Savings,35275689,2026-09-30,SBY01,ACTIVE
1292,2707,Time Deposit,688996437,2026-11-11,JKT02,ACTIVE
1293,6648,Savings,25563779,2027-10-22,BDG01,ACTIVE
1294,9928,Savings,17058516,2027-06-25,JKT01,ACTIVE
1295,3284,Time Deposit,1541663009,2026-06-07,SBY01,ACTIVE
1296,3854,Time Deposit,86734555,2027-02-12,SBY01,ACTIVE
1297,2733,Time Deposit,568873652,2026-12-25,BDG01,ACTIVE
1298,9877,Savings,29793301,2028-02-24,JKT01,ACTIVE
1299,4002,Time Deposit,1681332425,2026-09-27,SMG01,ACTIVE
1300,8194,Time Deposit,445301637,2026-08-05,JKT01,ACTIVE
1301,9521,Time Deposit,980565401,2026-06-06,MDN01,ACTIVE
1302,5267,Time Deposit,1718566418,2026-12-26,MDN01,ACTIVE
1303,1758,Time Deposit,185044377,2026-11-18,MDN01,ACTIVE
1304,191,Savings,18883536,2026-06-25,BDG01,ACTIVE
1305,8665,Savings,224654039,2027-09-22,JKT01,ACTIVE
1306,2987,Savings,61339958,2026-08-08,JKT02,ACTIVE
1307,1820,Savings,48508017,2026-12-02,SMG01,ACTIVE
1308,398,Savings,113498748,2027-04-27,SMG01,ACTIVE
1309,6876,Savings,44478903,2026-09-06,SMG01,ACTIVE
1310,5862,Savings,19482614,2026-08-04,MDN01,ACTIVE
1311,7609,Time Deposit,1453407045,2027-02-09,SBY01,ACTIVE
1312,6051,Time Deposit,1835655918,2027-02-03,JKT02,ACTIVE
1313,6749,Time Deposit,816033792,2026-09-09,YGY01,ACTIVE
1314,9618,Time Deposit,306160957,2027-01-31,JKT02,ACTIVE
1315,8272,Time Deposit,683631391,2026-07-07,SBY01,ACTIVE
1316,323,Time Deposit,142410063,2026-07-08,SMG01,ACTIVE
1317,4384,Savings,72270303,2027-11-14,BDG01,ACTIVE
1318,3994,Savings,37949568,2027-06-11,SBY01,ACTIVE
1319,3658,Time Deposit,917500879,2026-06-18,JKT01,ACTIVE
1320,1279,Time Deposit,875883515,2026-10-20,YGY01,ACTIVE
1321,6022,Savings,3304900,2028-02-10,YGY01,ACTIVE
1322,2500,Savings,31649752,2027-06-14,SMG01,ACTIVE
1323,8446,Time Deposit,1218945509,2026-05-11,SBY01,ACTIVE
1324,3455,Time Deposit,737015536,2026-05-21,SBY01,ACTIVE
1325,9265,Time Deposit,499536116,2027-02-21,MDN01,ACTIVE
1326,6170,Savings,106517958,2026-12-11,JKT01,ACTIVE
1327,8701,Savings,18906855,2027-09-27,SMG01,ACTIVE
1328,2381,Savings,16930783,2026-06-15,BDG01,ACTIVE
1329,8150,Savings,86052755,2028-02-22,JKT01,ACTIVE
1330,5642,Savings,21449680,2026-12-23,JKT01,ACTIVE
1331,4137,Savings,14717005,2028-01-11,BDG01,ACTIVE
1332,6945,Time Deposit,441658254,2027-03-03,JKT01,ACTIVE
1333,3113,Time Deposit,1021315651,2026-07-29,SBY01,ACTIVE
1334,3619,Time Deposit,1473411389,2026-12-27,BDG01,ACTIVE
1335,7955,Time Deposit,275573625,2027-02-01,JKT02,ACTIVE
1336,128,Time Deposit,1479424259,2026-08-12,BDG01,ACTIVE
1337,8733,Savings,9731426,2027-06-29,JKT02,ACTIVE
1338,1951,Time Deposit,650808807,2026-05-08,JKT02,ACTIVE
1339,5481,Savings,32069753,2026-12-17,MDN01,ACTIVE
1340,5968,Savings,103669527,2027-07-18,YGY01,ACTIVE
1341,725,Time Deposit,857894976,2026-12-15,YGY01,ACTIVE
1342,3420,Savings,68290921,2027-11-14,BDG01,ACTIVE
1343,4703,Savings,10672284,2026-08-15,SBY01,ACTIVE
1344,2781,Savings,15690339,2026-07-02,JKT01,ACTIVE
1345,3329,Savings,34022998,2027-09-06,BDG01,ACTIVE
1346,7038,Time Deposit,619864520,2027-02-02,MDN01,ACTIVE
1347,5613,Savings,16373225,2026-04-29,SBY01,ACTIVE
1348,3436,Savings,11343546,2026-12-08,JKT01,ACTIVE
1349,3638,Time Deposit,1451172294,2027-02-22,SMG01,ACTIVE
1350,9094,Time Deposit,1341800250,2026-04-12,BDG01,ACTIVE
1351,4029,Time Deposit,454338768,2027-02-11,JKT02,ACTIVE
1352,9565,Time Deposit,485249495,2026-12-22,MDN01,ACTIVE
1353,7366,Savings,24880080,2026-08-12,MDN01,ACTIVE
1354,7275,Savings,22001245,2027-06-21,BDG01,ACTIVE
1355,828,Time Deposit,397527549,2026-05-20,MDN01,ACTIVE
1356,7169,Savings,26737053,2027-09-06,MDN01,ACTIVE
1357,4251,Savings,6618413,2026-08-18,SMG01,ACTIVE
1358,7692,Time Deposit,635886915,2026-06-09,SMG01,ACTIVE
1359,2438,Time Deposit,525796411,2026-04-28,SMG01,ACTIVE
1360,5325,Savings,30650187,2027-04-12,JKT01,ACTIVE
1361,5187,Savings,20398584,2027-07-04,JKT02,ACTIVE
1362,5152,Time Deposit,429896128,2026-11-28,SBY01,ACTIVE
1363,7059,Time Deposit,700697355,2026-11-26,SMG01,ACTIVE
1364,3432,Savings,38506193,2027-04-12,SMG01,ACTIVE
1365,5564,Time Deposit,1148226026,2026-07-29,JKT02,ACTIVE
1366,1598,Savings,14237348,2027-08-28,MDN01,ACTIVE
1367,3105,Savings,24463408,2027-11-02,SBY01,ACTIVE
1368,8115,Savings,35385417,2027-03-03,JKT02,ACTIVE
1369,1768,Savings,13047724,2027-04-01,MDN01,ACTIVE
1370,5182,Savings,26409871,2027-09-08,YGY01,ACTIVE
1371,326,Time Deposit,1682073021,2026-08-24,JKT01,ACTIVE
1372,1422,Savings,133738779,2026-08-17,YGY01,ACTIVE
1373,5042,Time Deposit,975150865,2026-09-22,SMG01,ACTIVE
1374,9278,Savings,34563589,2027-05-28,SMG01,ACTIVE
1375,8844,Savings,25135651,2027-01-09,SMG01,ACTIVE
1376,773,Savings,15551114,2026-05-09,JKT01,ACTIVE
1377,3621,Time Deposit,1049986274,2026-09-23,JKT01,ACTIVE
1378,32,Savings,7708172,2027-01-26,MDN01,ACTIVE
1379,1464,Savings,16400823,2026-05-13,BDG01,ACTIVE
1380,8392,Savings,13834856,2027-11-21,JKT02,ACTIVE
1381,678,Savings,107956123,2027-12-07,BDG01,ACTIVE
1382,1457,Savings,36919723,2026-09-25,YGY01,ACTIVE
1383,503,Savings,14118606,2028-01-30,YGY01,ACTIVE
1384,6000,Time Deposit,1681877398,2026-12-08,SBY01,ACTIVE
1385,8308,Savings,36893314,2026-06-01,JKT01,ACTIVE
1386,4409,Savings,210661849,2026-09-27,BDG01,ACTIVE
1387,7796,Time Deposit,1455151916,2026-10-15,YGY01,ACTIVE
1388,8252,Time Deposit,207797336,2027-01-06,JKT02,ACTIVE
1389,5102,Savings,18254905,2026-09-15,JKT01,ACTIVE
1390,3362,Time Deposit,868102184,2027-03-01,BDG01,ACTIVE
1391,5235,Time Deposit,784950207,2027-02-18,SMG01,ACTIVE
1392,4505,Time Deposit,300869645,2027-02-14,YGY01,ACTIVE
1393,2903,Savings,15292126,2027-12-07,JKT02,ACTIVE
1394,701,Savings,15297382,2028-01-01,SBY01,ACTIVE
1395,4865,Time Deposit,294830532,2026-08-08,JKT01,ACTIVE
1396,8384,Savings,58023974,2027-08-03,SBY01,ACTIVE
1397,5322,Savings,12456470,2027-01-10,BDG01,ACTIVE
1398,8725,Savings,178027155,2028-02-12,SBY01,ACTIVE
1399,7681,Savings,19525161,2027-05-28,MDN01,ACTIVE
1400,7142,Savings,105428373,2026-12-30,YGY01,ACTIVE
1401,5928,Savings,20466604,2027-01-07,JKT02,ACTIVE
1402,8581,Savings,11171790,2026-06-27,JKT02,ACTIVE
1403,2781,Savings,34637918,2026-10-25,JKT02,ACTIVE
1404,9673,Savings,21437695,2028-01-06,YGY01,ACTIVE
1405,2121,Savings,143277392,2027-02-15,JKT02,ACTIVE
1406,5854,Time Deposit,105493378,2026-04-21,BDG01,ACTIVE
1407,9238,Savings,10910481,2027-03-02,BDG01,ACTIVE
