credit_id,customer_id,credit_type,principal_amount,outstanding_balance,interest_rate,disbursement_date,maturity_date,collectibility,branch_code,status
5063,4700,Personal Loan,179932124,123351163,12.28,2025-12-03,2030-08-13,CURRENT,SMG01,ACTIVE
5064,6324,Auto Loan,560575493,222196236,8.84,2021-11-30,2028-08-10,CURRENT,BDG01,ACTIVE
5065,620,Personal Loan,209254760,139576247,11.54,2017-07-22,2027-04-17,SUBSTANDARD,BDG01,RESTRUCTURED
5066,4567,Mortgage,1409227879,1035958984,7.8,2019-09-14,2028-05-13,CURRENT,SMG01,ACTIVE
5067,5990,Credit Card,16103798,10990828,23.68,2016-05-16,2026-11-29,CURRENT,MDN01,RESTRUCTURED
5068,591,Personal Loan,84542581,59045046,15.23,2024-09-19,2031-01-31,SPECIAL_MENTION,MDN01,ACTIVE
5069,2373,Credit Card,20202321,448766,20.3,2024-11-12,2026-02-26,CURRENT,SMG01,CLOSED
5070,3013,Mortgage,824634531,422812739,5.51,2025-02-08,2039-05-01,CURRENT,JKT02,ACTIVE
5071,672,Personal Loan,104846284,60831476,15.93,2017-03-01,2028-08-25,CURRENT,SMG01,ACTIVE
5072,9088,Auto Loan,157692618,97094651,6.93,2025-07-04,2032-12-12,CURRENT,SBY01,ACTIVE
5073,6772,Personal Loan,628393846,579001307,11.04,2019-05-24,2026-10-17,CURRENT,MDN01,ACTIVE
5074,5721,Mortgage,883700308,488438966,7.43,2020-04-11,2033-04-20,CURRENT,JKT01,ACTIVE
5075,9630,Auto Loan,371131540,291848964,5.78,2020-08-05,2028-04-10,CURRENT,SBY01,ACTIVE
5076,4504,Auto Loan,118349267,92282184,8.6,2016-03-12,2027-05-05,CURRENT,YGY01,ACTIVE
5077,4943,Credit Card,78113809,66033680,22.49,2021-11-28,2028-08-01,CURRENT,BDG01,ACTIVE
5078,8241,Mortgage,1018826095,568566509,6.83,2024-03-31,2042-09-28,SPECIAL_MENTION,MDN01,ACTIVE
5079,7504,Credit Card,70897699,231944,18.83,2017-08-01,2020-11-27,CURRENT,SBY01,CLOSED
5080,3798,Working Capital,383116431,229757223,11.74,2022-11-28,2026-12-06,SPECIAL_MENTION,SMG01,ACTIVE
5081,1516,Mortgage,345163784,279713326,6.44,2023-10-10,2033-04-25,CURRENT,MDN01,ACTIVE
5082,8353,Personal Loan,171433047,105429922,11.49,2023-01-20,2029-02-09,SPECIAL_MENTION,JKT01,ACTIVE
5083,2504,Working Capital,680095135,596216,12.81,2021-06-07,2026-01-03,CURRENT,YGY01,CLOSED
5084,4008,Credit Card,63395308,43742971,21.62,2020-12-09,2026-05-08,CURRENT,JKT01,ACTIVE
5085,1718,Auto Loan,253665850,3355249,8.0,2024-02-18,2026-02-09,CURRENT,MDN01,CLOSED
5086,298,Mortgage,421441353,200959958,5.89,2020-01-12,2032-03-10,CURRENT,JKT01,ACTIVE
5087,1203,Mortgage,1085580113,644708085,8.79,2021-09-22,2041-07-23,SUBSTANDARD,BDG01,ACTIVE
5088,4957,Mortgage,1062114519,790608867,6.45,2016-05-19,2032-05-08,CURRENT,MDN01,ACTIVE
5089,1437,Personal Loan,208527321,95132005,12.08,2016-07-09,2027-11-23,CURRENT,JKT02,ACTIVE
5090,5745,Mortgage,1427932390,883583309,8.16,2023-11-16,2043-07-19,CURRENT,SBY01,ACTIVE
5091,5220,Auto Loan,229936837,100057342,7.32,2019-12-17,2028-07-22,CURRENT,SBY01,ACTIVE
5092,3113,Credit Card,144646581,52696247,20.95,2020-02-04,2028-03-29,CURRENT,JKT02,ACTIVE
5093,6802,Auto Loan,392559118,296044976,6.65,2021-05-27,2028-05-23,CURRENT,BDG01,ACTIVE
5094,7987,Auto Loan,250642120,74304404,10.9,2018-11-03,2027-09-06,CURRENT,YGY01,ACTIVE
5095,444,Working Capital,316777253,191297857,10.41,2022-02-16,2026-06-08,SUBSTANDARD,YGY01,ACTIVE
5096,7931,Mortgage,857246977,6904470,9.82,2024-11-14,2026-02-28,CURRENT,JKT02,CLOSED
5097,6693,Credit Card,27532408,8821618,19.28,2022-05-03,2026-05-21,CURRENT,BDG01,ACTIVE
5098,3844,Working Capital,1021651036,20531456,12.36,2025-08-01,2025-12-23,CURRENT,BDG01,CLOSED
5099,2663,Mortgage,827534714,275992628,7.14,2022-02-28,2037-10-16,SPECIAL_MENTION,BDG01,ACTIVE
5100,3798,Mortgage,1341382483,720536346,5.6,2016-12-21,2026-09-30,CURRENT,JKT02,ACTIVE
5101,9265,Mortgage,506072298,294464948,7.23,2020-05-11,2040-01-21,CURRENT,JKT02,ACTIVE
5102,5828,Mortgage,1969413850,1724281697,9.58,2023-03-26,2038-01-04,CURRENT,JKT01,ACTIVE
5103,8867,Mortgage,1138186006,749435535,4.91,2025-01-21,2033-09-27,CURRENT,JKT02,ACTIVE
5104,6280,Credit Card,77793526,50495929,22.04,2022-08-20,2027-03-26,CURRENT,JKT02,ACTIVE
5105,9774,Credit Card,84424451,37116561,21.53,2016-09-17,2028-07-01,SPECIAL_MENTION,SBY01,ACTIVE
5106,7172,Auto Loan,504477514,243457045,10.34,2016-03-20,2027-12-19,CURRENT,JKT01,ACTIVE
5107,4958,Auto Loan,308228909,156251636,10.19,2021-05-24,2028-03-05,CURRENT,SMG01,ACTIVE
5108,3153,Credit Card,22836981,14946446,18.0,2016-04-21,2027-07-23,CURRENT,JKT01,ACTIVE
5109,2298,Mortgage,321699013,195484888,7.01,2024-05-10,2040-11-20,CURRENT,SMG01,ACTIVE
5110,7699,Personal Loan,100050469,75341744,9.08,2020-12-28,2027-01-16,CURRENT,YGY01,ACTIVE
5111,6733,Working Capital,1140403035,737782186,12.31,2020-01-05,2026-09-18,SPECIAL_MENTION,JKT01,ACTIVE
5112,4738,Personal Loan,121529595,84490497,15.74,2025-09-08,2028-01-27,CURRENT,JKT02,ACTIVE
5113,7219,Mortgage,489855476,312670198,8.44,2018-06-01,2033-12-24,CURRENT,BDG01,ACTIVE
5114,7628,Personal Loan,175963485,124404612,12.53,2018-01-01,2026-10-30,SPECIAL_MENTION,MDN01,ACTIVE
5115,5256,Working Capital,570514380,183112898,10.45,2026-01-09,2032-10-10,CURRENT,JKT02,ACTIVE
5116,865,Credit Card,83445757,60868805,19.19,2017-03-03,2028-06-21,CURRENT,YGY01,ACTIVE
5117,9173,Working Capital,2238239611,36783696,11.14,2024-07-10,2026-02-20,CURRENT,MDN01,CLOSED
5118,5499,Mortgage,1959698140,1106081913,8.92,2018-09-20,2028-02-10,CURRENT,JKT02,ACTIVE
5119,6689,Credit Card,114152339,76464527,19.31,2017-12-27,2028-02-25,SUBSTANDARD,JKT02,RESTRUCTURED
5120,4594,Credit Card,78856586,55704119,18.68,2018-01-28,2027-02-06,SUBSTANDARD,BDG01,ACTIVE
5121,7671,Credit Card,74474262,33748593,20.29,2018-02-28,2028-02-17,SUBSTANDARD,SMG01,ACTIVE
5122,4712,Mortgage,1236390598,722220386,7.61,2017-09-29,2034-07-15,CURRENT,JKT01,ACTIVE
5123,1520,Credit Card,28403350,19188199,19.29,2016-11-30,2027-06-11,SPECIAL_MENTION,MDN01,ACTIVE
5124,2896,Mortgage,1189798485,725404687,9.49,2021-12-07,2029-01-05,SPECIAL_MENTION,MDN01,ACTIVE
5125,9873,Credit Card,31717655,569592,20.7,2023-05-10,2024-11-20,CURRENT,JKT01,CLOSED
5126,9012,Auto Loan,222993368,123978470,10.44,2022-01-10,2026-08-17,CURRENT,MDN01,ACTIVE
5127,8863,Personal Loan,226157799,124030692,10.26,2017-07-30,2027-10-03,CURRENT,SMG01,ACTIVE
5128,223,Personal Loan,340505935,4322357,11.19,2020-03-31,2023-11-30,CURRENT,SMG01,CLOSED
5129,6850,Auto Loan,217032141,6740908,9.73,2016-04-01,2019-10-01,CURRENT,SBY01,CLOSED
5130,8660,Auto Loan,302700040,156814750,9.27,2024-01-13,2031-09-06,CURRENT,BDG01,ACTIVE
5131,9457,Personal Loan,100321412,57072206,14.69,2021-07-14,2027-01-09,CURRENT,JKT02,ACTIVE
5132,5307,Working Capital,464862535,152318022,13.0,2025-12-09,2028-07-20,CURRENT,YGY01,ACTIVE
5133,2038,Credit Card,40448892,29600184,22.28,2022-10-05,2027-04-22,CURRENT,MDN01,ACTIVE
5134,4487,Working Capital,1897183218,1108953822,9.5,2025-08-01,2032-03-18,CURRENT,JKT01,ACTIVE
5135,4392,Credit Card,29073580,14220933,18.41,2020-06-25,2026-11-08,CURRENT,JKT01,ACTIVE
5136,2418,Personal Loan,148081249,82576578,16.93,2020-03-07,2027-04-09,CURRENT,MDN01,ACTIVE
5137,7662,Working Capital,230827790,149977412,12.73,2019-09-03,2028-06-19,SPECIAL_MENTION,BDG01,RESTRUCTURED
5138,2129,Auto Loan,235306013,1877632,7.46,2025-01-30,2026-01-01,CURRENT,JKT02,CLOSED
5139,3092,Credit Card,208069811,1144093,19.16,2018-07-08,2021-06-13,CURRENT,MDN01,CLOSED
5140,3690,Mortgage,1053074741,3585108,6.48,2018-11-23,2026-03-24,CURRENT,YGY01,CLOSED
5141,2552,Working Capital,1405402840,731553917,9.69,2023-02-08,2028-10-01,CURRENT,SMG01,ACTIVE
5142,2865,Personal Loan,91842434,69736243,16.66,2023-10-23,2027-07-01,CURRENT,YGY01,ACTIVE
5143,4812,Auto Loan,378856052,299705069,8.15,2023-12-07,2026-05-02,CURRENT,JKT02,RESTRUCTURED
5144,7368,Personal Loan,179054545,104561299,9.05,2020-03-01,2027-12-21,CURRENT,YGY01,ACTIVE
5145,1581,Personal Loan,236701406,172154783,12.21,2018-10-17,2027-08-07,CURRENT,MDN01,ACTIVE
5146,9261,Mortgage,946691676,404516143,9.38,2017-04-02,2028-02-13,CURRENT,SMG01,ACTIVE
5147,4950,Auto Loan,292362482,194016193,7.4,2019-12-17,2027-07-23,CURRENT,SBY01,ACTIVE
5148,7793,Mortgage,1100145461,948769662,9.44,2023-03-22,2035-11-06,CURRENT,SBY01,ACTIVE
5149,8595,Working Capital,161660159,97396196,12.25,2019-02-02,2027-08-08,SUBSTANDARD,JKT01,ACTIVE
5150,3075,Working Capital,1419555698,1200450847,7.95,2021-11-02,2027-02-13,CURRENT,SMG01,ACTIVE
5151,2400,Mortgage,782902605,557399169,9.28,2022-05-04,2027-11-20,CURRENT,SMG01,ACTIVE
5152,602,Personal Loan,148467692,84129694,16.18,2023-12-14,2028-05-16,CURRENT,SMG01,ACTIVE
5153,2909,Working Capital,1287018734,1050321911,12.66,2025-08-11,2030-12-18,CURRENT,BDG01,ACTIVE
5154,4842,Working Capital,2144440259,1199477486,8.0,2022-11-23,2026-07-04,SUBSTANDARD,SMG01,RESTRUCTURED
5155,8184,Working Capital,408442854,331397809,9.51,2020-02-14,2026-06-10,CURRENT,SBY01,ACTIVE
5156,8421,Personal Loan,163899242,82906632,10.08,2017-09-01,2026-08-14,CURRENT,SMG01,ACTIVE
5157,8138,Personal Loan,94031500,80599212,11.53,2019-08-16,2026-12-12,SUBSTANDARD,SBY01,ACTIVE
5158,8336,Personal Loan,507757467,1589730,12.37,2016-09-12,2020-01-29,CURRENT,YGY01,CLOSED
5159,4745,Auto Loan,169351623,778588,10.76,2017-12-05,2020-02-06,CURRENT,SBY01,CLOSED
5160,6831,Mortgage,1168728105,6415293,8.54,2020-03-16,2026-01-01,CURRENT,SBY01,CLOSED
5161,8836,Auto Loan,198005646,36432,11.41,2022-01-09,2026-01-29,CURRENT,BDG01,CLOSED
5162,425,Working Capital,1858740402,890441868,13.0,2017-10-25,2028-06-08,CURRENT,MDN01,ACTIVE
5163,1978,Personal Loan,311760074,201395904,12.07,2016-09-25,2026-04-24,CURRENT,BDG01,ACTIVE
5164,9711,Credit Card,38351420,21372548,23.24,2019-02-08,2027-12-26,CURRENT,MDN01,ACTIVE
5165,1608,Personal Loan,138603267,111859739,15.7,2016-07-18,2026-08-21,CURRENT,YGY01,ACTIVE
5166,5761,Mortgage,1540025082,906365033,6.36,2025-05-04,2043-07-04,CURRENT,SMG01,ACTIVE
5167,6718,Mortgage,1749680560,712000750,5.58,2019-11-08,2026-08-31,CURRENT,JKT02,ACTIVE
5168,9067,Credit Card,49964325,45114155,22.91,2022-07-21,2026-12-10,CURRENT,JKT01,ACTIVE
5169,9280,Personal Loan,34715655,28170485,12.08,2017-09-21,2027-04-30,CURRENT,SMG01,ACTIVE
5170,3686,Mortgage,999369658,643511251,9.25,2016-05-27,2036-03-09,CURRENT,YGY01,ACTIVE
5171,8674,Personal Loan,97031928,36632285,16.28,2018-05-23,2026-07-15,CURRENT,JKT02,ACTIVE
5172,3516,Credit Card,205004932,117539132,19.65,2024-08-16,2029-08-10,CURRENT,SBY01,ACTIVE
5173,3694,Working Capital,627259904,420683496,7.2,2023-06-28,2029-12-14,DOUBTFUL,JKT02,RESTRUCTURED
5174,7861,Credit Card,19273550,7322581,18.63,2020-11-29,2027-09-28,CURRENT,JKT02,ACTIVE
5175,7960,Working Capital,781885504,17436159,12.7,2024-01-08,2026-01-25,CURRENT,SMG01,CLOSED
5176,4181,Mortgage,1097106815,769246208,8.95,2019-06-13,2027-05-28,CURRENT,YGY01,ACTIVE
5177,2256,Personal Loan,420271940,177481863,9.75,2023-08-22,2031-01-24,CURRENT,MDN01,ACTIVE
5178,7415,Credit Card,41913111,14484069,20.24,2018-04-28,2027-01-10,CURRENT,BDG01,ACTIVE
5179,3952,Auto Loan,337807425,131566771,7.93,2016-05-29,2028-08-26,CURRENT,MDN01,ACTIVE
5180,2233,Mortgage,710936290,279463865,5.68,2019-07-15,2026-04-13,CURRENT,SBY01,ACTIVE
5181,4272,Auto Loan,384912310,319457196,9.06,2017-06-12,2026-10-15,CURRENT,SMG01,ACTIVE
5182,833,Working Capital,1708886005,1429363891,11.97,2017-05-30,2027-09-24,SPECIAL_MENTION,JKT01,ACTIVE
5183,970,Personal Loan,36003217,16268305,9.02,2019-01-26,2026-11-08,CURRENT,BDG01,ACTIVE
5184,3891,Personal Loan,112994601,2998588,11.46,2016-11-12,2022-06-06,CURRENT,SBY01,CLOSED
5185,7433,Working Capital,233713253,167917321,13.29,2019-08-28,2027-04-17,CURRENT,BDG01,ACTIVE
5186,5272,Mortgage,1802748997,1181542564,7.03,2017-03-28,2027-08-02,CURRENT,JKT02,ACTIVE
5187,1319,Auto Loan,94771420,68237695,6.28,2020-04-04,2027-01-04,CURRENT,MDN01,ACTIVE
5188,2632,Mortgage,975128884,226125618,9.82,2025-04-26,2032-01-01,CURRENT,SBY01,ACTIVE
5189,1186,Working Capital,184655411,97757690,7.75,2018-06-26,2028-06-11,CURRENT,YGY01,ACTIVE
5190,2659,Working Capital,2496056571,2234292797,8.67,2023-09-29,2027-08-12,CURRENT,SBY01,ACTIVE
5191,5552,Mortgage,1175699300,507108568,6.16,2024-06-13,2035-03-08,CURRENT,JKT01,ACTIVE
5192,3006,Auto Loan,425426146,205714300,8.15,2023-11-10,2029-04-07,CURRENT,BDG01,ACTIVE
5193,4872,Auto Loan,371207149,246925755,7.51,2018-09-12,2027-05-25,SPECIAL_MENTION,BDG01,RESTRUCTURED
5194,9196,Credit Card,33450740,22271732,22.64,2023-03-20,2028-05-01,CURRENT,BDG01,ACTIVE
5195,7720,Credit Card,106133943,39594737,23.3,2020-04-17,2028-07-30,SPECIAL_MENTION,YGY01,ACTIVE
5196,2928,Mortgage,1915539399,1258377144,5.08,2023-11-10,2030-05-08,CURRENT,MDN01,ACTIVE
5197,9625,Mortgage,1199581734,374789757,6.26,2021-06-14,2030-03-10,CURRENT,BDG01,ACTIVE
5198,9935,Working Capital,1128568891,303236763,13.05,2022-10-08,2028-05-22,CURRENT,YGY01,ACTIVE
5199,7807,Personal Loan,111600663,86018146,10.92,2019-06-30,2026-06-21,SUBSTANDARD,SMG01,RESTRUCTURED
5200,8047,Personal Loan,93974120,1062419,11.96,2023-01-24,2025-12-08,CURRENT,MDN01,CLOSED
5201,9953,Working Capital,1209757386,421758964,10.41,2019-05-30,2026-12-23,SPECIAL_MENTION,BDG01,RESTRUCTURED
5202,3110,Mortgage,1137668444,9389939,7.79,2025-03-18,2026-03-23,CURRENT,JKT01,CLOSED
5203,7980,Working Capital,906351677,424929594,8.23,2016-05-08,2026-07-22,CURRENT,YGY01,ACTIVE
5204,1618,Mortgage,563254382,429176208,9.6,2018-01-18,2036-12-20,SPECIAL_MENTION,MDN01,ACTIVE
5205,4182,Working Capital,889565146,418602852,7.98,2018-11-15,2027-07-11,CURRENT,JKT01,ACTIVE
5206,5265,Working Capital,1057034433,643946889,9.73,2023-11-21,2027-02-04,CURRENT,JKT02,ACTIVE
5207,4054,Working Capital,361649555,1558876,9.3,2024-03-18,2025-12-11,CURRENT,JKT02,CLOSED
5208,5676,Working Capital,1674468213,908468855,10.5,2024-04-30,2027-08-04,CURRENT,JKT02,ACTIVE
5209,9272,Working Capital,417095954,259527228,9.79,2019-12-11,2027-09-19,CURRENT,YGY01,RESTRUCTURED
5210,1092,Mortgage,807884812,436381609,10.83,2016-08-03,2035-05-25,CURRENT,BDG01,ACTIVE
5211,566,Auto Loan,155106509,5186815,6.01,2022-09-09,2026-01-12,CURRENT,SMG01,CLOSED
5212,631,Mortgage,788782356,631175094,10.81,2018-04-26,2030-08-31,CURRENT,JKT01,ACTIVE
5213,4359,Credit Card,15015937,342397,18.43,2020-09-26,2024-05-24,CURRENT,SBY01,CLOSED
5214,271,Mortgage,1297244249,748895225,5.03,2023-03-14,2031-07-16,CURRENT,SBY01,ACTIVE
5215,5240,Credit Card,74485965,2427709,23.8,2023-08-24,2026-02-27,CURRENT,JKT01,CLOSED
5216,8181,Working Capital,747099577,262177928,12.23,2023-06-09,2028-10-22,CURRENT,YGY01,ACTIVE
5217,3328,Mortgage,357322423,281026898,9.69,2021-11-23,2033-08-04,CURRENT,MDN01,ACTIVE
5218,7945,Credit Card,26230988,14529735,22.46,2023-04-29,2028-01-08,CURRENT,MDN01,ACTIVE
5219,4163,Credit Card,16905535,4021475,19.36,2017-09-17,2026-10-31,CURRENT,YGY01,ACTIVE
5220,5909,Credit Card,189039661,72893,18.79,2024-04-06,2025-06-19,CURRENT,SMG01,CLOSED
5221,5217,Personal Loan,55491683,988898,15.73,2021-12-29,2024-12-24,CURRENT,JKT02,CLOSED
5222,8138,Mortgage,858343040,528180845,6.06,2023-06-26,2033-09-14,CURRENT,BDG01,ACTIVE
5223,1900,Credit Card,27694907,24524247,20.58,2019-06-15,2028-08-23,CURRENT,JKT01,ACTIVE
5224,8392,Credit Card,64082480,27303759,18.58,2019-05-08,2026-08-14,CURRENT,MDN01,ACTIVE
5225,2423,Working Capital,222791394,74375353,8.09,2022-09-10,2026-10-06,CURRENT,MDN01,ACTIVE
5226,708,Mortgage,1001262001,613817923,9.9,2025-09-30,2033-06-01,CURRENT,YGY01,ACTIVE
5227,9923,Mortgage,1774168292,875471732,8.87,2024-04-19,2041-09-14,CURRENT,BDG01,ACTIVE
5228,1525,Mortgage,606785916,512474713,7.45,2022-06-21,2042-01-23,CURRENT,YGY01,ACTIVE
5229,7569,Personal Loan,237497155,2097030,15.02,2025-01-13,2025-12-21,CURRENT,BDG01,CLOSED
5230,1803,Working Capital,323565551,231038538,12.35,2017-02-13,2028-07-27,CURRENT,BDG01,ACTIVE
5231,165,Personal Loan,86694067,69688782,17.27,2017-02-18,2026-06-27,SPECIAL_MENTION,JKT01,ACTIVE
5232,8029,Mortgage,763673284,4726970,7.72,2025-07-08,2026-03-05,CURRENT,SBY01,CLOSED
5233,8138,Auto Loan,122659853,80826828,5.83,2022-10-08,2029-01-23,CURRENT,JKT01,ACTIVE
5234,4584,Credit Card,62893732,32682086,17.71,2025-08-13,2027-10-28,CURRENT,BDG01,ACTIVE
5235,3036,Working Capital,259130813,16570,8.11,2021-05-14,2026-03-24,CURRENT,YGY01,CLOSED
5236,178,Working Capital,909548006,631869400,8.07,2018-10-25,2026-08-10,CURRENT,JKT02,ACTIVE
5237,6852,Credit Card,48993988,33771003,20.16,2017-07-25,2027-08-06,SUBSTANDARD,SBY01,RESTRUCTURED
5238,2484,Working Capital,474628424,316832574,12.27,2024-04-24,2028-07-12,SPECIAL_MENTION,JKT02,ACTIVE
5239,6981,Mortgage,1483569300,819090792,6.34,2023-11-06,2033-11-22,CURRENT,BDG01,ACTIVE
5240,3466,Mortgage,813362710,897144,9.54,2017-07-23,2025-12-27,CURRENT,SBY01,CLOSED
5241,1174,Personal Loan,125327923,112609391,11.99,2026-01-09,2031-04-30,CURRENT,JKT01,ACTIVE
5242,2085,Working Capital,1034473625,16522887,8.52,2023-04-04,2025-03-31,CURRENT,YGY01,CLOSED
