transaction_id,customer_id,account_id,transaction_timestamp,transaction_date,transaction_type,channel,amount,currency_code,merchant_category,merchant_name,origin_city,destination_city,origin_branch_code,device_id,device_os,ip_address,network_type,is_new_device,is_foreign_ip,customer_segment,customer_age,account_tenure_days,days_since_last_txn,txn_count_1d,txn_count_7d,txn_amount_1d,txn_amount_7d,avg_txn_amount_30d,amount_vs_avg_30d_ratio,is_round_amount,is_night_txn,is_weekend_txn,failed_login_count_24h,beneficiary_bank,beneficiary_account_age_days,is_new_beneficiary,distance_from_home_km,velocity_risk_score,behavioral_risk_score,fraud_flag,fraud_reason
900011,6226,7624,2025-09-27 01:34:46,2025-09-27,transfer,internet_banking,27185322,IDR,bank_transfer,Mandiri Transfer Hub,Yogyakarta,Semarang,YGY01,INT-06226-01,Web,180.70.24.67,wifi,1,0,Mass,23,1,999,1,1,27185322,27185322,29446779.33,0.92,0,1,1,8,Mandiri,37,1,155.29,76.38,63.58,1,new_device_high_amount
900012,5896,12210,2025-09-27 01:47:38,2025-09-27,card_payment,internet_banking,22000000,IDR,electronics,Gadget Point,Jakarta,Yogyakarta,JKT01,INT-05896-01,Web,36.87.119.231,cellular,1,0,Mass,63,2672,999,1,1,22000000,22000000,22280667.77,0.99,1,1,1,4,Jago,16,1,585.8,62.66,71.62,1,burst_transfer
900013,2262,1290,2025-09-27 01:52:47,2025-09-27,topup,mobile_app,8071609,IDR,game_credit,Topup Arena,Bandung,Bandung,BDG01,MOB-02262-01,Android,114.210.14.111,cellular,1,0,SME,24,90,999,1,1,8071609,8071609,8976538.78,0.9,0,1,1,4,BRI,25,1,17.18,62.3,61.01,1,new_device_high_amount
900014,9489,1657,2025-09-27 02:01:19,2025-09-27,card_payment,edc,17000000,IDR,grocery,FreshMart,Surabaya,Jakarta,SBY01,EDC-09489-01,POS,120.215.36.161,merchant_network,1,0,Mass,36,4410,999,1,1,17000000,17000000,18480846.32,0.92,1,1,1,3,Mandiri,11,1,771.11,58.88,74.78,1,burst_transfer
900015,6226,7624,2025-09-27 02:10:44,2025-09-27,transfer,mobile_app,92500000,IDR,wallet_transfer,Jago Transfer Hub,Yogyakarta,Yogyakarta,YGY01,MOB-06226-02,Android,180.167.1.204,wifi,1,0,Mass,23,1,0,2,2,119685322,119685322,27185322.0,3.4,1,1,1,3,Jago,19,1,7.88,77.5,68.34,1,new_device_high_amount
900016,9682,16625,2025-09-27 02:13:56,2025-09-27,card_payment,edc,13112106,IDR,electronics,ElectroHub,Surabaya,Semarang,SBY01,EDC-09682-01,POS,118.47.161.240,merchant_network,1,1,Mass,33,2826,999,1,1,13112106,13112106,11239688.31,1.17,0,1,1,6,Mandiri,7,1,672.02,70.38,93.73,1,account_takeover
900017,2511,17931,2025-09-27 02:24:38,2025-09-27,transfer,mobile_app,287516604,IDR,wallet_transfer,CIMB Niaga Transfer Hub,Bandung,Semarang,BDG01,MOB-02511-01,Android,103.218.238.25,cellular,1,1,Priority,26,1759,999,1,1,287516604,287516604,334697662.9,0.86,0,1,1,2,CIMB Niaga,27,1,441.72,55.14,88.61,1,burst_transfer
900018,5155,3790,2025-09-27 02:33:01,2025-09-27,topup,internet_banking,533429,IDR,mobile_topup,Data Package Center,Jakarta,Jakarta,JKT01,INT-05155-01,Web,36.7.167.132,wifi,1,0,Priority,61,2356,999,1,1,533429,533429,546616.22,0.98,0,1,1,2,SeaBank,271,1,16.23,39.62,49.24,0,legitimate_activity
900019,9934,10718,2025-09-27 02:33:04,2025-09-27,transfer,edc,806427949,IDR,bank_transfer,Permata Transfer Hub,Yogyakarta,Yogyakarta,YGY01,EDC-09934-01,POS,180.31.123.77,merchant_network,1,0,SME,63,1306,999,1,1,806427949,806427949,685639480.73,1.18,0,1,1,2,Permata,40,1,4.11,56.42,61.61,1,burst_transfer
900020,2262,7011,2025-09-27 02:41:47,2025-09-27,transfer,internet_banking,833000000,IDR,peer_transfer,BSI Transfer Hub,Bandung,Medan,BDG01,MOB-02262-01,Web,58.116.186.198,wifi,0,1,SME,24,90,0,2,2,841071609,841071609,8071609.0,103.2,1,1,1,1,BSI,33,1,1499.43,96.9,100.0,1,mule_pattern
900021,2166,4678,2025-09-27 02:43:03,2025-09-27,transfer,mobile_app,73465796,IDR,wallet_transfer,Permata Transfer Hub,Medan,Bandung,MDN01,MOB-02166-01,iOS,139.216.119.216,cellular,1,0,Priority,33,4486,999,1,1,73465796,73465796,70464282.32,1.04,0,1,1,3,Permata,36,1,1497.45,59.36,83.12,1,burst_transfer
900022,7585,15167,2025-09-27 02:50:51,2025-09-27,transfer,mobile_app,19226186,IDR,bank_transfer,BCA Transfer Hub,Surabaya,Surabaya,SBY01,MOB-07585-03,iOS,103.189.20.234,wifi,1,1,Mass,38,5743,0,3,3,26806134,26806134,4092304.31,4.7,0,1,1,4,BCA,19,1,8.91,94.9,92.26,1,new_device_high_amount
900023,5634,11198,2025-09-27 02:54:47,2025-09-27,bill_payment,mobile_app,644016,IDR,utility,PLN Biller,Surabaya,Surabaya,SBY01,MOB-05634-01,Android,120.131.156.104,wifi,1,0,Mass,55,5248,999,1,1,644016,644016,630371.52,1.02,0,1,1,1,BNI,277,1,11.46,36.28,49.27,0,legitimate_activity
900024,5953,2477,2025-09-27 02:55:47,2025-09-27,topup,mobile_app,9500000,IDR,mobile_topup,Quick Reload,Semarang,Medan,SMG01,MOB-05953-01,iOS,125.0.115.151,wifi,1,0,Priority,31,2400,999,1,1,9500000,9500000,10504508.61,0.9,1,1,1,4,BSI,7,1,626.71,62.3,72.09,1,burst_transfer
900025,3581,3838,2025-09-27 02:56:44,2025-09-27,card_payment,edc,22381661,IDR,electronics,Gadget Point,Medan,Surabaya,MDN01,EDC-03581-01,POS,118.106.107.96,merchant_network,1,1,Priority,42,4396,999,1,1,22381661,22381661,22508224.98,0.99,0,1,1,3,BNI,10,1,663.2,59.16,93.03,1,new_device_high_amount
900026,3513,14593,2025-09-27 03:01:15,2025-09-27,card_payment,edc,40918909,IDR,grocery,FreshMart,Surabaya,Surabaya,SBY01,EDC-03513-02,POS,120.128.121.249,merchant_network,1,0,Mass,38,3763,0,2,2,44699063,44699063,5861640.85,6.98,0,1,1,8,SeaBank,30,0,7.71,100.0,63.08,1,new_device_high_amount
900027,9934,10718,2025-09-27 03:11:49,2025-09-27,transfer,mobile_app,1031500000,IDR,bank_transfer,BRI Transfer Hub,Yogyakarta,Yogyakarta,YGY01,EDC-09934-01,iOS,172.224.99.222,cellular,0,1,SME,63,1306,0,2,2,1837927949,1837927949,806427949.0,1.28,1,1,1,3,BRI,39,1,9.84,69.02,64.02,1,account_takeover
900028,3513,14593,2025-09-27 03:33:58,2025-09-27,card_payment,edc,3780154,IDR,grocery,Hypermart,Surabaya,Medan,SBY01,EDC-03513-01,POS,103.221.189.118,merchant_network,1,1,Mass,38,3763,999,1,1,3780154,3780154,3369740.75,1.12,0,1,1,8,Mandiri,22,1,688.05,77.18,93.87,1,new_device_high_amount
900029,6202,15545,2025-09-27 03:39:16,2025-09-27,topup,mobile_app,1125893,IDR,game_credit,Game Vault,Yogyakarta,Yogyakarta,YGY01,MOB-06202-01,Android,180.184.173.69,cellular,1,0,Mass,48,2684,999,1,1,1125893,1125893,901518.11,1.25,0,1,1,2,BNI,233,1,11.99,40.7,49.97,0,legitimate_activity
900030,8455,14218,2025-09-27 03:39:44,2025-09-27,topup,mobile_app,18500000,IDR,game_credit,Topup Arena,Surabaya,Surabaya,SBY01,MOB-08455-01,Android,120.143.93.69,cellular,1,0,SME,50,2655,999,1,1,18500000,18500000,17428384.42,1.06,1,1,1,8,Permata,8,1,20.94,76.94,61.56,1,new_device_high_amount
900031,4429,13265,2025-09-27 03:44:40,2025-09-27,transfer,mobile_app,5674942,IDR,bank_transfer,BNI Transfer Hub,Jakarta,Jakarta,JKT01,MOB-04429-01,iOS,36.25.224.33,cellular,1,0,Mass,44,5744,999,1,1,5674942,5674942,4884770.74,1.16,0,1,1,1,BNI,75,1,10.23,36.84,49.67,0,legitimate_activity
900032,6775,10754,2025-09-27 03:49:38,2025-09-27,topup,mobile_app,403920,IDR,mobile_topup,Quick Reload,Surabaya,Surabaya,SBY01,EDC-06775-01,Android,185.24.163.172,cellular,0,1,Mass,44,1345,0,2,2,2294049,2294049,1890129.0,0.21,0,1,1,7,Mandiri,11,0,4.6,78.74,44.71,1,new_device_high_amount
900033,9241,909241,2025-09-27 03:50:01,2025-09-27,transfer,internet_banking,63500000,IDR,peer_transfer,Mandiri Transfer Hub,Bandung,Bandung,BDG01,INT-09241-01,Web,185.116.110.54,wifi,1,1,Mass,50,3300,999,1,1,63500000,63500000,73228035.81,0.87,1,1,1,8,Mandiri,3,1,18.07,76.18,80.94,1,new_device_high_amount
900034,4241,904241,2025-09-27 03:55:08,2025-09-27,transfer,internet_banking,107500000,IDR,peer_transfer,Jago Transfer Hub,Jakarta,Yogyakarta,JKT01,INT-04241-01,Web,58.23.221.88,wifi,1,1,Mass,35,1513,999,1,1,107500000,107500000,100625042.4,1.07,1,1,1,7,Jago,20,1,586.49,73.48,91.87,1,account_takeover
900035,7634,18324,2025-09-27 03:56:59,2025-09-27,transfer,mobile_app,39500000,IDR,wallet_transfer,CIMB Niaga Transfer Hub,Jakarta,Medan,JKT01,MOB-07634-01,iOS,43.196.225.6,cellular,1,1,Mass,23,1180,999,1,1,39500000,39500000,42857889.89,0.92,1,1,1,2,CIMB Niaga,31,1,1411.17,55.38,100.0,1,impossible_travel
900036,1367,901367,2025-09-27 04:00:06,2025-09-27,transfer,mobile_app,21709661,IDR,wallet_transfer,BCA Transfer Hub,Medan,Surabaya,MDN01,MOB-01367-01,Android,58.207.139.97,wifi,1,1,Mass,52,2825,999,1,1,21709661,21709661,18738764.04,1.16,0,1,1,1,BCA,31,1,674.46,52.84,93.74,1,burst_transfer
900037,3998,6127,2025-09-27 04:07:57,2025-09-27,transfer,internet_banking,56147858,IDR,bank_transfer,Jago Transfer Hub,Jakarta,Surabaya,JKT01,INT-03998-01,Web,36.167.139.20,cellular,1,0,Priority,59,2198,999,1,1,56147858,56147858,55094759.35,1.02,0,1,1,2,Jago,50,1,815.96,39.78,63.9,0,legitimate_activity
900038,4616,4040,2025-09-27 04:24:04,2025-09-27,transfer,mobile_app,22500000,IDR,peer_transfer,BNI Transfer Hub,Medan,Medan,MDN01,MOB-04616-01,iOS,139.176.93.81,wifi,1,0,Priority,31,1800,999,1,1,22500000,22500000,25386977.59,0.89,1,1,1,0,BNI,125,1,16.99,32.26,48.98,0,legitimate_activity
900039,9458,909458,2025-09-27 04:26:16,2025-09-27,topup,mobile_app,390101,IDR,mobile_topup,Quick Reload,Yogyakarta,Medan,YGY01,MOB-09458-01,Android,180.94.51.153,cellular,1,0,Mass,56,5673,999,1,1,390101,390101,372717.93,1.05,0,1,1,0,Jago,238,1,1815.79,32.9,71.15,0,legitimate_activity
900040,1446,6695,2025-09-27 04:37:11,2025-09-27,transfer,mobile_app,7535703,IDR,bank_transfer,BRI Transfer Hub,Jakarta,Jakarta,JKT01,MOB-01446-01,iOS,36.44.100.67,cellular,1,0,Mass,29,976,999,1,1,7535703,7535703,8327776.44,0.9,0,1,1,1,BRI,9,1,21.41,51.8,61.09,1,burst_transfer
900041,8455,12721,2025-09-27 04:48:44,2025-09-27,transfer,mobile_app,307215034,IDR,peer_transfer,SeaBank Transfer Hub,Surabaya,Bandung,SBY01,MOB-08455-02,Android,118.133.183.65,cellular,1,1,SME,50,2655,0,2,2,325715034,325715034,76449445.97,4.02,0,1,1,8,SeaBank,13,1,698.76,97.48,100.0,1,account_takeover
900042,487,16955,2025-09-27 05:04:34,2025-09-27,transfer,mobile_app,6264078,IDR,wallet_transfer,CIMB Niaga Transfer Hub,Bandung,Bandung,BDG01,MOB-00487-01,Android,114.20.138.212,cellular,1,0,Mass,58,132,999,1,1,6264078,6264078,5994020.83,1.05,0,1,1,2,CIMB Niaga,170,1,9.42,39.9,49.32,0,legitimate_activity
900043,2868,17458,2025-09-27 05:09:41,2025-09-27,card_payment,edc,1171512,IDR,travel,SkyFly,Medan,Medan,MDN01,EDC-02868-01,POS,139.172.80.44,merchant_network,1,0,Mass,64,3235,999,1,1,1171512,1171512,1060178.0,1.11,0,1,1,1,BNI,190,1,12.89,36.64,49.56,0,legitimate_activity
900044,5564,11945,2025-09-27 06:09:46,2025-09-27,transfer,internet_banking,21806531,IDR,bank_transfer,BNI Transfer Hub,Surabaya,Bandung,SBY01,INT-05564-01,Web,120.147.63.12,wifi,1,0,Priority,24,1632,999,1,1,21806531,21806531,24639265.76,0.89,0,0,1,2,BNI,289,1,706.37,34.26,61.51,0,legitimate_activity
900045,9917,3863,2025-09-27 06:53:30,2025-09-27,transfer,internet_banking,535879452,IDR,peer_transfer,SeaBank Transfer Hub,Bandung,Medan,BDG01,INT-09917-01,Web,203.67.144.182,wifi,1,1,Priority,53,1793,999,1,1,535879452,535879452,431887467.88,1.24,0,0,1,2,SeaBank,21,1,1495.94,51.66,100.0,1,impossible_travel
900046,9917,5167,2025-09-27 07:26:30,2025-09-27,transfer,internet_banking,18500000,IDR,bank_transfer,Jago Transfer Hub,Bandung,Medan,BDG01,INT-09917-01,Web,43.91.168.232,wifi,0,1,Priority,53,1793,0,2,2,554379452,554379452,535879452.0,0.03,1,0,1,2,Jago,34,1,1516.78,55.52,82.09,1,impossible_travel
900047,6257,13570,2025-09-27 07:31:15,2025-09-27,transfer,edc,6454185,IDR,peer_transfer,BCA Transfer Hub,Semarang,Surabaya,SMG01,EDC-06257-01,POS,125.171.19.224,merchant_network,1,0,Mass,22,115,999,1,1,6454185,6454185,5674358.35,1.14,0,0,1,2,BCA,111,1,628.23,35.26,60.84,0,legitimate_activity
900048,5091,9735,2025-09-27 07:47:27,2025-09-27,topup,internet_banking,500000,IDR,game_credit,Playpoint,Semarang,Semarang,SMG01,INT-05091-01,Web,125.32.148.50,cellular,1,0,Mass,61,2958,999,1,1,500000,500000,570367.92,0.88,1,0,1,2,Jago,223,1,1.35,34.22,48.66,0,legitimate_activity
900049,2768,15289,2025-09-27 08:05:20,2025-09-27,transfer,mobile_app,7721221,IDR,peer_transfer,Permata Transfer Hub,Yogyakarta,Yogyakarta,YGY01,MOB-02768-01,Android,180.68.82.183,cellular,1,0,Mass,57,3588,999,1,1,7721221,7721221,6547891.38,1.18,0,0,1,1,Permata,178,1,3.84,31.92,49.61,0,legitimate_activity
900050,9000,17340,2025-09-27 08:07:02,2025-09-27,bill_payment,mobile_app,1670667,IDR,education,School Tuition,Jakarta,Jakarta,JKT01,MOB-09000-01,Android,36.113.174.64,wifi,1,0,Priority,61,3226,999,1,1,1670667,1670667,1351692.61,1.24,0,0,1,1,BNI,208,1,19.37,32.16,50.07,0,legitimate_activity
900051,9674,909674,2025-09-27 08:23:06,2025-09-27,bill_payment,internet_banking,1094111,IDR,utility,PLN Biller,Medan,Medan,MDN01,INT-09674-01,Web,139.161.182.178,wifi,1,0,Mass,23,1425,999,1,1,1094111,1094111,925531.8,1.18,0,0,1,0,Mandiri,262,1,1.68,28.42,49.57,0,legitimate_activity
900052,3485,903485,2025-09-27 08:28:20,2025-09-27,topup,internet_banking,1182979,IDR,mobile_topup,Pulsa Instan,Jakarta,Jakarta,JKT01,INT-03485-01,Web,36.124.233.24,cellular,1,0,Mass,24,1297,999,1,1,1182979,1182979,1089903.18,1.09,0,0,1,1,Jago,125,1,21.52,31.56,49.66,0,legitimate_activity
900053,7585,15167,2025-09-27 08:59:17,2025-09-27,card_payment,edc,579948,IDR,fnb,Coffee Stop,Surabaya,Surabaya,SBY01,EDC-07585-01,POS,120.207.183.199,merchant_network,1,0,Mass,38,5743,999,1,1,579948,579948,464674.76,1.25,0,0,1,2,Permata,106,1,23.0,35.7,50.17,0,legitimate_activity
900054,3795,15661,2025-09-27 09:13:11,2025-09-27,bill_payment,internet_banking,1249144,IDR,education,Campus Payment,Medan,Medan,MDN01,INT-03795-01,Web,139.35.156.244,wifi,1,0,Mass,24,864,999,1,1,1249144,1249144,1075973.94,1.16,0,0,1,2,BRI,227,1,6.68,35.34,49.6,0,legitimate_activity
900055,4158,16184,2025-09-27 09:37:33,2025-09-27,card_payment,edc,8500000,IDR,travel,Traveloka Merchant,Yogyakarta,Yogyakarta,YGY01,EDC-04158-01,POS,180.229.42.221,merchant_network,1,0,SME,62,4641,999,1,1,8500000,8500000,7373248.42,1.15,1,0,1,2,CIMB Niaga,20,1,10.95,35.3,49.65,0,legitimate_activity
900056,489,9553,2025-09-27 09:59:27,2025-09-27,card_payment,edc,11525090,IDR,travel,Traveloka Merchant,Jakarta,Bandung,JKT01,EDC-00489-01,POS,36.177.204.19,merchant_network,1,0,SME,63,1395,999,1,1,11525090,11525090,12540289.15,0.92,0,0,1,0,Mandiri,150,1,668.14,27.38,60.91,0,legitimate_activity
900057,8687,908687,2025-09-27 10:03:04,2025-09-27,cash_out,atm,6655679,IDR,atm_withdrawal,ATM Cash Withdrawal,Semarang,Bandung,SMG01,ATM-08687-01,ATM,125.254.205.137,atm_network,1,0,Priority,52,5745,999,1,1,6655679,6655679,7197819.76,0.92,0,0,1,1,Jago,269,1,438.59,30.88,56.73,0,legitimate_activity
900058,709,15139,2025-09-27 10:17:09,2025-09-27,transfer,internet_banking,56494334,IDR,wallet_transfer,CIMB Niaga Transfer Hub,Yogyakarta,Yogyakarta,YGY01,INT-00709-01,Web,180.8.140.24,wifi,1,0,SME,62,2596,999,1,1,56494334,56494334,56193580.22,1.01,0,0,1,0,CIMB Niaga,110,1,22.87,27.74,49.45,0,legitimate_activity
900059,9289,909289,2025-09-27 10:23:21,2025-09-27,transfer,mobile_app,2759040,IDR,bank_transfer,CIMB Niaga Transfer Hub,Jakarta,Medan,JKT01,MOB-09289-01,Android,36.234.38.97,wifi,1,0,Mass,24,15,999,1,1,2759040,2759040,2311418.07,1.19,0,0,1,1,CIMB Niaga,114,1,1437.45,31.96,71.57,0,legitimate_activity
900060,890,9269,2025-09-27 10:35:25,2025-09-27,transfer,edc,6035441,IDR,wallet_transfer,BNI Transfer Hub,Yogyakarta,Yogyakarta,YGY01,EDC-00890-01,POS,180.148.188.216,merchant_network,1,0,Mass,38,1613,999,1,1,6035441,6035441,5806584.4,1.04,0,0,1,0,BNI,118,1,8.59,27.86,49.28,0,legitimate_activity
900061,3984,903984,2025-09-27 10:42:53,2025-09-27,bill_payment,mobile_app,742516,IDR,telecom,Telkomsel Payment,Jakarta,Jakarta,JKT01,MOB-03984-01,Android,36.15.49.224,wifi,1,0,Mass,38,2009,999,1,1,742516,742516,698909.25,1.06,0,0,1,2,CIMB Niaga,200,1,7.37,34.94,49.31,0,legitimate_activity
900062,7585,15167,2025-09-27 10:43:17,2025-09-27,transfer,mobile_app,7000000,IDR,bank_transfer,BRI Transfer Hub,Surabaya,Surabaya,SBY01,MOB-07585-02,Android,58.175.169.117,wifi,1,1,Mass,38,5743,0,2,2,7579948,7579948,579948.0,12.07,1,0,1,0,BRI,31,1,5.63,88.4,100.0,1,mule_pattern
900063,1797,8332,2025-09-27 11:05:35,2025-09-27,card_payment,edc,46496928,IDR,travel,Rail Ticket,Yogyakarta,Medan,YGY01,EDC-01797-01,POS,118.17.88.228,merchant_network,1,1,Priority,34,536,999,1,1,46496928,46496928,40441558.72,1.15,0,0,1,2,Mandiri,12,1,1832.5,51.3,100.0,1,impossible_travel
900064,4158,10819,2025-09-27 11:15:33,2025-09-27,transfer,mobile_app,242000000,IDR,peer_transfer,Jago Transfer Hub,Yogyakarta,Medan,YGY01,EDC-04158-01,iOS,118.93.92.174,wifi,0,1,SME,62,4641,0,2,2,250500000,250500000,8500000.0,28.47,1,0,1,2,Jago,34,1,1830.04,95.4,100.0,1,impossible_travel
900065,4121,904121,2025-09-27 11:21:28,2025-09-27,transfer,branch,111281754,IDR,bank_transfer,BRI Transfer Hub,Yogyakarta,Medan,YGY01,BRA-04121-01,Branch Terminal,43.176.168.122,branch_network,1,1,Mass,62,4670,999,1,1,111281754,111281754,109532362.53,1.02,0,0,1,2,BRI,24,1,1786.58,50.78,100.0,1,impossible_travel
900066,3560,3150,2025-09-27 11:22:53,2025-09-27,card_payment,edc,5438192,IDR,fashion,Fashion Lane,Jakarta,Surabaya,JKT01,EDC-03560-01,POS,36.58.235.133,merchant_network,1,0,Priority,46,1269,999,1,1,5438192,5438192,5066573.53,1.07,0,0,1,0,BNI,47,1,797.82,27.98,63.72,0,legitimate_activity
900067,1212,18839,2025-09-27 12:03:17,2025-09-27,topup,edc,737851,IDR,mobile_topup,Pulsa Instan,Yogyakarta,Yogyakarta,YGY01,EDC-01212-01,POS,180.226.85.92,merchant_network,1,0,Priority,35,4929,999,1,1,737851,737851,595576.64,1.24,0,0,1,2,Mandiri,280,1,15.74,35.66,50.01,0,legitimate_activity
900068,749,18741,2025-09-27 13:32:46,2025-09-27,card_payment,edc,13007944,IDR,electronics,Gadget Point,Jakarta,Jakarta,JKT01,EDC-00749-01,POS,36.152.203.56,merchant_network,1,0,SME,44,4774,999,1,1,13007944,13007944,14757047.56,0.88,0,0,1,0,Jago,260,1,1.8,27.22,48.67,0,legitimate_activity
900069,2127,1636,2025-09-27 14:33:53,2025-09-27,transfer,internet_banking,12417031,IDR,bank_transfer,BNI Transfer Hub,Jakarta,Jakarta,JKT01,INT-02127-02,Web,36.73.184.231,wifi,1,0,Mass,34,4903,0,2,2,21579044,21579044,9162013.0,1.36,0,0,1,0,BNI,910,0,21.91,37.84,34.48,0,legitimate_activity
900070,6695,10195,2025-09-27 14:35:14,2025-09-27,card_payment,edc,3292149,IDR,fashion,Kanvas Wear,Surabaya,Medan,SBY01,EDC-06695-01,POS,120.120.123.59,merchant_network,1,0,Mass,63,2575,999,1,1,3292149,3292149,2788141.39,1.18,0,0,1,0,BRI,47,1,663.6,28.42,61.61,0,legitimate_activity
900071,9482,18202,2025-09-27 14:46:17,2025-09-27,transfer,internet_banking,4347259,IDR,wallet_transfer,BCA Transfer Hub,Surabaya,Medan,SBY01,INT-09482-01,Web,120.233.7.54,cellular,1,0,Priority,25,1811,999,1,1,4347259,4347259,3691199.18,1.18,0,0,1,0,BCA,102,1,662.67,28.42,61.59,0,legitimate_activity
900072,992,17403,2025-09-27 15:54:06,2025-09-27,card_payment,edc,2814765,IDR,electronics,ElectroHub,Surabaya,Surabaya,SBY01,EDC-00992-01,POS,120.146.145.56,merchant_network,1,0,Priority,23,180,999,1,1,2814765,2814765,2632020.18,1.07,0,0,1,2,Mandiri,226,1,23.42,34.98,49.64,0,legitimate_activity
900073,1051,901051,2025-09-27 16:30:55,2025-09-27,card_payment,branch,5000000,IDR,fnb,Food Avenue,Semarang,Semarang,SMG01,BRA-01051-01,Branch Terminal,125.208.46.151,branch_network,1,0,Mass,65,2806,999,1,1,5000000,5000000,4319634.67,1.16,1,0,1,2,BSI,293,1,8.32,35.34,49.63,0,legitimate_activity
900074,4561,12753,2025-09-27 17:11:55,2025-09-27,topup,branch,873928,IDR,e_wallet,OVO Reload,Semarang,Semarang,SMG01,BRA-04561-01,Branch Terminal,125.54.76.136,branch_network,1,0,Mass,45,3950,999,1,1,873928,873928,826477.43,1.06,0,0,1,0,SeaBank,179,1,16.92,27.94,49.49,0,legitimate_activity
900075,8573,9369,2025-09-27 18:10:06,2025-09-27,cash_out,atm,96000000,IDR,atm_withdrawal,ATM Cash Withdrawal,Medan,Yogyakarta,MDN01,ATM-08573-01,ATM,172.163.23.163,atm_network,1,1,Priority,59,264,999,1,1,96000000,96000000,84294574.69,1.14,1,0,1,2,SeaBank,23,1,1819.24,51.26,100.0,1,impossible_travel
